"Бесплатный интернет в России получился медленным и ограниченным, но им пользуются сотни тысяч",https://3dnews.ru/1018025
Thermaltake предложила оригинальный способ нанесения термопасты на процессор,https://3dnews.ru/1017996
Невиданная щедрость: Intel полуофициально снизила цены на десктопные процессоры Coffee Lake Refresh,https://3dnews.ru/1017992
Xiaomi представила прозрачный 55-дюймовый телевизор за $7200,https://3dnews.ru/1017983
Xiaomi потребует с блогера $1 млн за не вовремя опубликованную распаковку Mi 10 Ultra,https://3dnews.ru/1017963
В Cyberpunk 2077 обойдут проблему впитывающих в себя урон «врагов-губок»,https://3dnews.ru/1017962
Авиалайнеры Boeing 747 всё ещё получают регулярные обновления ПО на дискетах,https://3dnews.ru/1017964
Xiaomi представила Redmi Note 9 Onyx Black. Смартфон будет продаваться по всему миру и в России,https://3dnews.ru/1017948
SpaceX стала рекордсменом по скорости производства спутников: она строит по 120 аппаратов Starlink в месяц,https://3dnews.ru/1017938
"За 5-нм техпроцессом TSMC выстроилась очередь: Apple, Qualcomm, AMD и другие",https://3dnews.ru/1017929
"Для TES V: Skyrim вышел мод, который заставит игроков пройти основной сюжет",https://3dnews.ru/1017925
"Хуже, чем «режим картошки»: игрок продемонстрировал странный баг в Horizon Zero Dawn на ПК",https://3dnews.ru/1017921
Мобильное подразделение Sony вылезает из ямы: ожидается первая прибыль за четыре года,https://3dnews.ru/1017886
Видео: три возможных вступления в трейлере жизненных путей главного героя Cyberpunk 2077,https://3dnews.ru/1017890
Игрок в Call of Duty: Warzone мастерски сымитировал смерть и обманом убил врага,https://3dnews.ru/1017885
"В Assassin's Creed 2 есть отсылки к Origins, Odyssey и, возможно, следующим частям серии",https://3dnews.ru/1017872
"Стало известно, что конкретно представит Apple на большой осенней презентации в начале сентября",https://3dnews.ru/1017861
"«Словно используешь чит»: CDPR рассказала, до какого уровня можно прокачать стрельбу в Cyberpunk 2077",https://3dnews.ru/1017848
Caviar представила марсианский iPhone 12 Pro имени Илона Маска,https://3dnews.ru/1017840
Во время рыбалки в Red Dead Redemption 2 игрок нашёл очередную занятную деталь,https://3dnews.ru/1017833
"Загадочному аллигатору из DOOM Eternal нашли объяснение, но пока неофициальное",https://3dnews.ru/1017825
Windows 10 лишилась функции обновления драйверов через «Диспетчер устройств»,https://3dnews.ru/1017831
Сумасшедший трюк: пользователь GTA Online полминуты летел на байке вверх колёсами,https://3dnews.ru/1017819
Хакеры даже не старались: Horizon Zero Dawn взломали в день релиза,https://3dnews.ru/1017817
Очевидное — невероятное: ПК-версия Horizon Zero Dawn оказалась частью рекламной кампании Horizon Forbidden West для PS5,https://3dnews.ru/1017816
Патентный тролль отсудил у Apple $506 млн по делу о LTE,https://3dnews.ru/1018035
Игровые мониторы Dell Alienware AW2721D и AW3821DW получат «ускоренную» матрицу Fast IPS,https://3dnews.ru/1018037
Суд постановил: Qualcomm — не монополист. Лицензионных послаблений для производителей смартфонов не будет,https://3dnews.ru/1018033
"Samsung объединила усилия с AMD и ARM, чтобы обойти Qualcomm",https://3dnews.ru/1018031
"Бесплатный интернет в России получился медленным и ограниченным, но им пользуются сотни тысяч",https://3dnews.ru/1018025
Дембельский аккорд: HiSilicon вошла в десятку крупнейших поставщиков полупроводниковых изделий,https://3dnews.ru/1018026
Игровой монитор GIGABYTE G34WQC имеет соотношение сторон 21:9,https://3dnews.ru/1018024
Apple контролирует почти половину рынка смартфонов США,https://3dnews.ru/1018021
ZTE пообещала первый в мире смартфон с подэкранной селфи-камерой,https://3dnews.ru/1018019
Красный кирпич превратили в аккумулятор: запасать энергию можно прямо в стенах,https://3dnews.ru/1018022
Galaxy Note 20 Ultra стал первым смартфоном Samsung с переменной частотой обновления экрана,https://3dnews.ru/1018017
Игровой ноутбук Xiaomi Redmi G с чипом Intel Comet Lake предстанет 14 августа,https://3dnews.ru/1018015
Сегодня и завтра россияне смогут увидеть «звёздный ливень» Персеиды,https://3dnews.ru/1018013
Полностью рассекречен смартфон Realme RMX2200 — самый доступный 5G-аппарат,https://3dnews.ru/1018010
"Рассчитывая освоить 7-нм техпроцесс, китайские компании переманили 100 специалистов TSMC",https://3dnews.ru/1018014
Смартфоны OPPO Reno 4 Z 5G и Reno 4 Lite прошли сертификацию: анонс не за горами,https://3dnews.ru/1018007
«Охотник» за экзопланетами TESS завершил основную миссию,https://3dnews.ru/1018005
Жизнь после смерти: HiSilicon может перейти к новому владельцу,https://3dnews.ru/1018009
"Amazon, Google и Baidu удерживают более половины мирового рынка смарт-динамиков",https://3dnews.ru/1018001
"Tesla проведёт расщепление акций, сделав их доступнее для частных инвесторов",https://3dnews.ru/1018003
"Новая статья: Обзор игрового ноутбука ASUS ROG STRIX SCAR 17: эй, десктоп, подвинься!",https://3dnews.ru/1017822
Comic-Con в Нью-Йорке отменён — вместо него пройдут трансляции в YouTube,https://3dnews.ru/1017999
Microsoft официально объявила о выпуске Xbox Series X в ноябре,https://3dnews.ru/1017998
Thermaltake предложила оригинальный способ нанесения термопасты на процессор,https://3dnews.ru/1017996
"Huawei, подвинься: Xiaomi Mi 10 Ultra возглавил рейтинг мобильных камер DxOMark",https://3dnews.ru/1017993
«Это нужно прекратить»: игрок в Call of Duty: Warzone продемонстрировал досадную смерть из-за уязвимости,https://3dnews.ru/1018045
Ошибка в Windows 10 приводит к исчезновению сохранённых паролей,https://3dnews.ru/1018044
Бета-версия приложения Google Phone теперь доступна для большинства Android-смартфонов,https://3dnews.ru/1018034
Суд отклонил иск Genius к Google из-за необоснованности обвинений,https://3dnews.ru/1018032
Последнее обновление добавило в GTA Online знаменитую мини-игру из GTA IV,https://3dnews.ru/1018038
Видео: жутковатые оппоненты и сила карт в дебютном трейлере Inscryption от создателя Pony Island,https://3dnews.ru/1018036
"Red Dead Online сломалась: в игре пропадают NPC, лошади ведут себя некорректно, а за игроками следит лысый мужчина",https://3dnews.ru/1018028
Небесный путь для влюблённых в свежей короткометражке Legends of Runeterra,https://3dnews.ru/1018027
Веб-версия Apple Music подверглась редизайну в стиле iOS 14,https://3dnews.ru/1018029
Halo Infinite не выйдет одновременно с Xbox Series X — премьеру игры перенесли на 2021 год,https://3dnews.ru/1018023
Студия-разработчик ММО-шутера по «Чужому» в очередной раз сменила владельца — теперь на Daybreak Games,https://3dnews.ru/1018020
TikTok уличили в слежке за пользователями Android,https://3dnews.ru/1018018
"«Бакуган», я выбираю тебя: похоже, Elden Ring не покажут и на gamescom 2020",https://3dnews.ru/1018016
Valve запланировала следующий «Фестиваль игр Steam» на октябрь,https://3dnews.ru/1018012
Режим Pro Clubs в FIFA 21 получит более детальные настройки игроков и тактики,https://3dnews.ru/1018011
Новый уровень сложности и режим необратимой смерти появятся в The Last of Us Part II уже 13 августа,https://3dnews.ru/1018008
27 сентября Forza Horizon 3 снимут с продажи,https://3dnews.ru/1018006
В Steam началась распродажа игр серии Battlefield,https://3dnews.ru/1018002
Видео: музыка Мика Гордона и «плюшевый» мини-босс в 7-минутном геймплейном ролике Atomic Heart,https://3dnews.ru/1017994
Microsoft закрыла 120 уязвимостей в Windows и не только. Одну из них нашла «Лаборатория Касперского»,https://3dnews.ru/1017997
Mozilla сократит примерно четверть персонала из-за пандемии коронавируса,https://3dnews.ru/1017986
CD Projekt RED уделяет большое внимание разрушаемости в Cyberpunk 2077,https://3dnews.ru/1017987
MGM закрыла фанатский ремейк шутера GoldenEye 007,https://3dnews.ru/1017982
Франция начала расследование деятельности TikTok,https://3dnews.ru/1017978
Marvel's Avengers: миссии «Горячие точки» познакомят вас с различными фракциями и регионами,https://3dnews.ru/1017979
Патентный тролль отсудил у Apple $506 млн по делу о LTE,https://3dnews.ru/1018035
«Это нужно прекратить»: игрок в Call of Duty: Warzone продемонстрировал досадную смерть из-за уязвимости,https://3dnews.ru/1018045
Ошибка в Windows 10 приводит к исчезновению сохранённых паролей,https://3dnews.ru/1018044
Игровые мониторы Dell Alienware AW2721D и AW3821DW получат «ускоренную» матрицу Fast IPS,https://3dnews.ru/1018037
Суд постановил: Qualcomm — не монополист. Лицензионных послаблений для производителей смартфонов не будет,https://3dnews.ru/1018033
Бета-версия приложения Google Phone теперь доступна для большинства Android-смартфонов,https://3dnews.ru/1018034
"Samsung объединила усилия с AMD и ARM, чтобы обойти Qualcomm",https://3dnews.ru/1018031
Суд отклонил иск Genius к Google из-за необоснованности обвинений,https://3dnews.ru/1018032
Последнее обновление добавило в GTA Online знаменитую мини-игру из GTA IV,https://3dnews.ru/1018038
Видео: жутковатые оппоненты и сила карт в дебютном трейлере Inscryption от создателя Pony Island,https://3dnews.ru/1018036
"Red Dead Online сломалась: в игре пропадают NPC, лошади ведут себя некорректно, а за игроками следит лысый мужчина",https://3dnews.ru/1018028
Небесный путь для влюблённых в свежей короткометражке Legends of Runeterra,https://3dnews.ru/1018027
"Бесплатный интернет в России получился медленным и ограниченным, но им пользуются сотни тысяч",https://3dnews.ru/1018025
Веб-версия Apple Music подверглась редизайну в стиле iOS 14,https://3dnews.ru/1018029
Дембельский аккорд: HiSilicon вошла в десятку крупнейших поставщиков полупроводниковых изделий,https://3dnews.ru/1018026
Игровой монитор GIGABYTE G34WQC имеет соотношение сторон 21:9,https://3dnews.ru/1018024
Apple контролирует почти половину рынка смартфонов США,https://3dnews.ru/1018021
ZTE пообещала первый в мире смартфон с подэкранной селфи-камерой,https://3dnews.ru/1018019
Halo Infinite не выйдет одновременно с Xbox Series X — премьеру игры перенесли на 2021 год,https://3dnews.ru/1018023
Студия-разработчик ММО-шутера по «Чужому» в очередной раз сменила владельца — теперь на Daybreak Games,https://3dnews.ru/1018020
Красный кирпич превратили в аккумулятор: запасать энергию можно прямо в стенах,https://3dnews.ru/1018022
TikTok уличили в слежке за пользователями Android,https://3dnews.ru/1018018
"«Бакуган», я выбираю тебя: похоже, Elden Ring не покажут и на gamescom 2020",https://3dnews.ru/1018016
Valve запланировала следующий «Фестиваль игр Steam» на октябрь,https://3dnews.ru/1018012
Режим Pro Clubs в FIFA 21 получит более детальные настройки игроков и тактики,https://3dnews.ru/1018011
